model_set,model,year_id,location_id,abbreviation,state_name,state,region,division,population,pc,pc_lower,pc_upper,fr,fr_upper,fr_lower
toc,Other,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,788.052492647216,704.466964247418,880.706105779934,0.0866263779218806,0.0965126047340726,0.0771948242327097
toc,Pharmaceuticals,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,963.04087338749,832.230781619873,1091.76601995292,0.105862297689653,0.119780960510993,0.0914286975158085
toc,Physician/clinical services,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,1825.58531513972,1731.75831685186,1912.67694359474,0.200677376748112,0.210369436074777,0.190651299325395
Payer,Private,2015,549,MT,Montana,00030,West,Mountain,1048520.65259392,2682.61289758817,2633.77873811892,2732.59948412404,0.294885952259621,0.299424275902607,0.290104414016948
Aggregate,Aggregate,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,9514.16045482515,9165.24845482515,9863.07245482515,,,
toc,Dental,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,438.375782954083,407.629823283566,469.249346644181,0.0460770009336591,0.04918485819415,0.0430013902236442
toc,Home health,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,176.243116300704,156.503307452984,195.648342346644,0.0185245669404611,0.0205442670138461,0.0164889516986949
toc,Hospital,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,4347.43559604065,4206.01256850399,4490.5751971373,0.45694783983909,0.468724263706592,0.444262674038264
Payer,Medicaid,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,1278.26262229289,1117.26178783975,1453.983735333,0.13435220401458,0.152680096770871,0.117596906409063
Payer,Medicare,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,1874.37789316291,1816.70399412627,1929.16094765705,0.197009779964904,0.200986615525098,0.193287475160379
toc,Skilled nursing,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,473.702752283028,423.736833068123,522.390075796096,0.0497903423347831,0.0548479635072235,0.0444744529298943
Payer,OOP,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,3566.4146921366,3414.07464823644,3724.29629407114,0.374854626210404,0.38998825040512,0.360782017473123
toc,Other professional,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,351.723953189804,322.08933135064,382.342586486356,0.0369682788012546,0.0400974848844075,0.0339909527091382
toc,Other,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,823.982864780346,732.566595449442,918.653144291727,0.0866080172707806,0.0961920001615105,0.0770781959843105
toc,Pharmaceuticals,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,1005.95140177837,878.452559277274,1133.43329666681,0.105726837465475,0.118666458022033,0.0925534016166825
toc,Physician/clinical services,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,1900.73388238171,1793.51709773267,2011.27683441139,0.199777657458037,0.210219983885761,0.189612572302591
Payer,Private,2016,549,MT,Montana,00030,West,Mountain,1060085.40906894,2793.95906641158,2682.70820345731,2902.6421942216,0.293662813138595,0.302374068479668,0.2849332826735
Aggregate,Aggregate,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,9340.9792441806,8992.0672441806,9689.8912441806,,,
toc,Dental,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,433.594756258134,403.14807903995,466.219814136016,0.0464201666926054,0.0496365573538385,0.043518850027165
toc,Home health,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,176.30695847284,158.033855516785,195.02020774941,0.0188750005504503,0.0207552024712877,0.0170399308475848
toc,Hospital,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,4209.69901427828,4023.99692901077,4397.97304623638,0.450666378082563,0.46215109156365,0.43922651117964
Payer,Medicaid,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,1450.53298499562,871.258275600052,2022.99048245694,0.155294428988524,0.217385065812335,0.0930721937538572
Payer,Medicare,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,1898.0560483336,1774.91792221101,2036.57788463386,0.203194765335229,0.2157068721855,0.1906839712004
toc,Skilled nursing,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,464.24917757623,414.191697053885,515.762895332238,0.0496995481588698,0.054676348614057,0.0445375683377806
Payer,OOP,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,3170.2670330243,2797.83545177376,3541.03136723447,0.339422427540489,0.379257697129877,0.300597012221933
toc,Other professional,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,351.449459979891,320.983054730083,380.28896588551,0.0376254333518093,0.0406341309519571,0.034630458951621
toc,Other,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,820.987550594837,726.762509321238,918.999957947013,0.0878911546221861,0.0978526986925553,0.0778531151710231
toc,Pharmaceuticals,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,1007.29816530203,880.752032911232,1135.96010878037,0.107838777991834,0.121474740292593,0.093943223099963
toc,Physician/clinical services,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,1877.97866141785,1763.73233652269,1991.97154865959,0.201045469023508,0.211071542458347,0.190752748168734
Payer,Private,2017,549,MT,Montana,00030,West,Mountain,1071176.17077675,2816.58553810293,2559.1077537438,3056.53793086696,0.301530765136779,0.325075295632524,0.275344644436376
Aggregate,Aggregate,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,9899.41096725617,9550.49896725617,10248.3229672562,,,
toc,Dental,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,448.822049096204,414.378953125876,484.064096148887,0.0453400147697697,0.0482429444716735,0.0423647599528768
toc,Home health,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,185.156270527473,164.652836776725,205.327091993789,0.0187032764066837,0.0205827208113062,0.0166986642882012
toc,Hospital,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,4544.11990490627,4302.71480063153,4780.71943195157,0.459031660909988,0.471625118549082,0.446902046513106
Payer,Medicaid,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,1486.78798242656,955.961241078491,1994.18735047891,0.150200855225554,0.201428817575024,0.0968372481351517
Payer,Medicare,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,2028.69811669518,1891.21611347439,2178.55576925609,0.204929160019348,0.216804160362503,0.194172579824275
toc,Skilled nursing,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,479.154494820363,426.379558909204,532.883062427206,0.0484012838001867,0.0535846389756759,0.043842787142035
Payer,OOP,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,3528.49156957272,3152.12983715088,3902.0456937765,0.356446306655218,0.390361156985968,0.32151542623185
toc,Other professional,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,368.685239639502,335.847655232149,403.436696860562,0.0372434306545014,0.0401782430946924,0.0342775066053986
toc,Other,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,853.256951878565,744.766414105166,968.182200664035,0.0861841637276865,0.0969760237108222,0.076459086677295
toc,Pharmaceuticals,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,1059.83260069337,919.086596015877,1201.1714282962,0.107065662658854,0.121085624278403,0.0936379159261759
toc,Physician/clinical services,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,1956.86272176302,1822.4956856831,2092.59536839976,0.197670358129602,0.207769186471854,0.187218531392068
Payer,Private,2018,549,MT,Montana,00030,West,Mountain,1081712.28287923,2868.52181099075,2673.78195891913,3075.52965885509,0.289776843625728,0.305792562789767,0.273325458434923
Aggregate,Aggregate,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,10464.2789863501,10115.3669863501,10813.1909863501,,,
toc,Dental,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,466.539899177274,425.153844873307,509.834007174612,0.0445850870760229,0.0476353554339072,0.0414776083849447
toc,Home health,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,195.817997473934,171.883069589377,221.254907269907,0.0187128294680237,0.0206841709921181,0.0167204330471366
toc,Hospital,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,4856.41644259234,4524.10361705482,5201.53890782365,0.464086015431266,0.475926696836183,0.452512508447324
Payer,Medicaid,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,1506.9192382275,1108.77934619682,1908.08490792199,0.144017160645567,0.181461105723285,0.106925545835457
Payer,Medicare,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,2159.93908573757,1991.0692564774,2332.8556154245,0.206408672675155,0.216163657421625,0.196439355269636
toc,Skilled nursing,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,495.332259427473,429.055275027184,559.177101012123,0.0473313000537195,0.0520570991695896,0.0419318930711286
Payer,OOP,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,3782.51540224928,3377.87999899749,4176.77890476636,0.361484222664416,0.390951324931641,0.330137732632328
toc,Other professional,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,387.668321867387,348.464732962881,426.909047544038,0.0370469887022293,0.0400846988732142,0.0340237422139508
toc,Other,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,899.199831981245,779.020316319514,1024.79314299207,0.0859285422504322,0.0960996029175725,0.0756273087951523
toc,Pharmaceuticals,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,1115.18278745127,949.809315195663,1288.16510934898,0.106561915390976,0.121252641138616,0.0931652828527751
toc,Physician/clinical services,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,2046.36922033482,1886.64141085548,2220.39640772909,0.195552045475794,0.205450181815064,0.186159523363319
Payer,Private,2019,549,MT,Montana,00030,West,Mountain,1091487.52549401,3005.87373724809,2750.90319199667,3295.33988264738,0.287266643905723,0.307366945293284,0.267173304757637
Aggregate,Aggregate,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,6043.63709804347,6043.63709804347,6043.63709804347,,,
toc,Dental,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,280.861884573207,280.861884573207,280.861884573207,0.0464723278411491,0.0464723278411491,0.0464723278411491
toc,Home health,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,72.3432126930985,72.3432126930985,72.3432126930985,0.0119701450499929,0.0119701450499929,0.0119701450499929
toc,Hospital,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,2467.32910114463,2467.32910114463,2467.32910114463,0.408252358822701,0.408252358822701,0.408252358822701
toc,Skilled nursing,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,545.552933367957,545.552933367957,545.552933367957,0.0902689762005351,0.0902689762005351,0.0902689762005351
toc,Other professional,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,177.879193563031,177.879193563031,177.879193563031,0.0294324742993944,0.0294324742993944,0.0294324742993944
toc,Other,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,468.954237575265,468.954237575265,468.954237575265,0.0775947049711309,0.0775947049711309,0.0775947049711309
toc,Pharmaceuticals,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,809.392885542789,809.392885542789,809.392885542789,0.133924799324039,0.133924799324039,0.133924799324039
toc,Physician/clinical services,2000,550,NE,Nebraska,00031,Midwest,West North Central,1705753.89317001,1221.3236495835,1221.3236495835,1221.3236495835,0.202084213491058,0.202084213491058,0.202084213491058
Aggregate,Aggregate,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,6494.14242591482,6494.14242591482,6494.14242591482,,,
toc,Dental,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,297.144676383306,297.144676383306,297.144676383306,0.0457557991333163,0.0457557991333163,0.0457557991333163
toc,Home health,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,72.837692261089,72.837692261089,72.837692261089,0.0112159061942391,0.0112159061942391,0.0112159061942391
toc,Hospital,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,2657.74806648132,2657.74806648132,2657.74806648132,0.409253122610247,0.409253122610247,0.409253122610247
toc,Skilled nursing,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,578.563032846605,578.563032846605,578.563032846605,0.0890899821565129,0.0890899821565129,0.0890899821565129
toc,Other professional,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,194.509746379044,194.509746379044,194.509746379044,0.0299515676777976,0.0299515676777976,0.0299515676777976
toc,Other,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,488.343618568666,488.343618568666,488.343618568666,0.0751975528931941,0.0751975528931941,0.0751975528931941
toc,Pharmaceuticals,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,878.190812375174,878.190812375174,878.190812375174,0.135228141728269,0.135228141728269,0.135228141728269
toc,Physician/clinical services,2001,550,NE,Nebraska,00031,Midwest,West North Central,1717103.9703165,1326.80478061961,1326.80478061961,1326.80478061961,0.204307927606424,0.204307927606424,0.204307927606424
Aggregate,Aggregate,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,6838.08921286053,6838.08921286053,6838.08921286053,,,
toc,Dental,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,310.969860903061,310.969860903061,310.969860903061,0.0454761339349323,0.0454761339349323,0.0454761339349323
toc,Home health,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,64.9545401364096,64.9545401364096,64.9545401364096,0.00949893137022083,0.00949893137022083,0.00949893137022083
toc,Hospital,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,2767.87534156276,2767.87534156276,2767.87534156276,0.404773213013536,0.404773213013536,0.404773213013536
Payer,Medicaid,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,1041.70843743767,1041.70843743767,1041.70843743767,0.152339111849917,0.152339111849917,0.152339111849917
Payer,Medicare,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,1139.952179394,1139.952179394,1139.952179394,0.166706245547377,0.166706245547377,0.166706245547377
toc,Skilled nursing,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,608.136882027137,608.136882027137,608.136882027137,0.0889337449536929,0.0889337449536929,0.0889337449536929
Payer,OOP,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,1912.09927526556,1912.09927526556,1912.09927526556,0.279624792210876,0.279624792210876,0.279624792210876
toc,Other professional,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,208.666460188216,208.666460188216,208.666460188216,0.0305153170268345,0.0305153170268345,0.0305153170268345
toc,Other,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,533.439160870264,533.439160870264,533.439160870264,0.0780099738779386,0.0780099738779386,0.0780099738779386
toc,Pharmaceuticals,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,910.175493661443,910.175493661443,910.175493661443,0.13310377582522,0.13310377582522,0.13310377582522
toc,Physician/clinical services,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,1433.87147351124,1433.87147351124,1433.87147351124,0.209688909997625,0.209688909997625,0.209688909997625
Payer,Private,2002,550,NE,Nebraska,00031,Midwest,West North Central,1728031.20395432,2744.32932076332,2744.32932076332,2744.32932076332,0.401329850391832,0.401329850391832,0.401329850391832
Aggregate,Aggregate,2003,550,NE,Nebraska,00031,Midwest,West North Central,1739062.06092674,7194.40283217502,7194.40283217502,7194.40283217502,,,
toc,Dental,2003,550,NE,Nebraska,00031,Midwest,West North Central,1739062.06092674,309.803029447184,309.803029447184,309.803029447184,0.0430616740088106,0.0430616740088106,0.0430616740088106
toc,Home health,2003,550,NE,Nebraska,00031,Midwest,West North Central,1739062.06092674,68.1408197761068,68.1408197761068,68.1408197761068,0.00947136563876649,0.00947136563876649,0.00947136563876649
